Form_Type,Company_Name,CIK,Date_Filed,File_Name
10-K,Philip Morris International Inc.,0001413329,2021-02-09,edgar/data/1413329/0001413329-21-000007.txt
10-K,RAYTHEON TECHNOLOGIES CORP,0000101829,2021-02-08,edgar/data/101829/0000101829-21-000008.txt
10-K,"SALESFORCE.COM, INC.",0001108524,2021-03-17,edgar/data/1108524/0001108524-22-000008.txt
10-K,SCHWAB CHARLES CORP,0000316709,2021-02-24,edgar/data/316709/0000316709-21-000012.txt
10-K,SIMON PROPERTY GROUP INC /DE/,0001063761,2021-02-25,edgar/data/1063761/0001558370-21-001700.txt
10-K,SOUTHERN CO,0000092122,2021-02-18,edgar/data/92122/0000092122-21-000006.txt
10-K,"T-Mobile US, Inc.",0001283699,2021-02-23,edgar/data/1283699/0001283699-21-000039.txt
10-K,TARGET CORP,0000027419,2021-03-10,edgar/data/27419/0000027419-21-000010.txt
10-K,TEXAS INSTRUMENTS INC,0000097476,2021-02-05,edgar/data/97476/0000097476-21-000006.txt
10-K,THERMO FISHER SCIENTIFIC INC.,0000097745,2021-02-25,edgar/data/97745/0000097745-21-000011.txt
10-K,"Tesla, Inc.",0001318605,2021-02-08,edgar/data/1318605/0001564590-21-004599.txt
10-K,UNION PACIFIC CORP,0000100885,2021-02-05,edgar/data/100885/0000100885-21-000068.txt
10-K,UNITED PARCEL SERVICE INC,0001090727,2021-02-22,edgar/data/1090727/0001090727-21-000013.txt
10-K,UNITEDHEALTH GROUP INC,0000731766,2021-03-01,edgar/data/731766/0000731766-21-000013.txt
10-K,US BANCORP \DE\,0000036104,2021-02-23,edgar/data/36104/0001193125-21-052547.txt
10-K,VERIZON COMMUNICATIONS INC,0000732712,2021-02-25,edgar/data/732712/0000732712-21-000012.txt
10-K,WELLS FARGO & COMPANY/MN,0000072971,2021-02-23,edgar/data/72971/0000072971-21-000197.txt
10-K,Walmart Inc.,0000104169,2021-03-19,edgar/data/104169/0000104169-21-000033.txt
10-K,Accenture plc,0001467373,2020-10-22,edgar/data/1467373/0001467373-20-000376.txt
10-K,Apple Inc.,0000320193,2020-10-30,edgar/data/320193/0000320193-20-000096.txt
10-K,Broadcom Inc.,0001730168,2020-12-18,edgar/data/1730168/0001730168-20-000226.txt
10-K,COSTCO WHOLESALE CORP /NEW,0000909832,2020-10-07,edgar/data/909832/0000909832-20-000017.txt
10-K,DEERE & CO,0000315189,2020-12-17,edgar/data/315189/0001558370-20-014436.txt
10-K,EMERSON ELECTRIC CO,0000032604,2020-11-16,edgar/data/32604/0000032604-20-000041.txt
10-K,QUALCOMM INC/DE,0000804328,2020-11-04,edgar/data/804328/0001728949-20-000067.txt
10-K,STARBUCKS CORP,0000829224,2020-11-12,edgar/data/829224/0000829224-20-000078.txt
10-K,VISA INC.,0001403161,2020-11-19,edgar/data/1403161/0001403161-20-000070.txt
10-K,Walt Disney Co,0001744489,2020-11-25,edgar/data/1744489/0001744489-20-000197.txt
10-K,Accenture plc,0001467373,2021-10-15,edgar/data/1467373/0001467373-21-000229.txt
10-K,Apple Inc.,0000320193,2021-10-29,edgar/data/320193/0000320193-21-000105.txt
10-K,Broadcom Inc.,0001730168,2021-12-17,edgar/data/1730168/0001730168-21-000153.txt
10-K,COSTCO WHOLESALE CORP /NEW,0000909832,2021-10-06,edgar/data/909832/0000909832-21-000014.txt
10-K,DEERE & CO,0000315189,2021-12-16,edgar/data/315189/0001558370-21-016864.txt
10-K,EMERSON ELECTRIC CO,0000032604,2021-11-15,edgar/data/32604/0000032604-21-000038.txt
10-K,QUALCOMM INC/DE,0000804328,2021-11-03,edgar/data/804328/0001728949-21-000076.txt
10-K,STARBUCKS CORP,0000829224,2021-11-19,edgar/data/829224/0000829224-21-000086.txt
10-K,VISA INC.,0001403161,2021-11-18,edgar/data/1403161/0001403161-21-000060.txt
10-K,Walt Disney Co,0001744489,2021-11-24,edgar/data/1744489/0001744489-21-000220.txt
10-K,3M CO,0000066740,2020-02-06,edgar/data/66740/0001558370-20-000581.txt
10-K,ABBOTT LABORATORIES,0000001800,2020-02-21,edgar/data/1800/0001104659-20-023904.txt
10-K,ADOBE INC.,0000796343,2020-01-21,edgar/data/796343/0000796343-20-000013.txt
10-K,ADVANCED MICRO DEVICES INC,0000002488,2020-02-04,edgar/data/2488/0000002488-20-000008.txt
10-K,"ALTRIA GROUP, INC.",0000764180,2020-02-25,edgar/data/764180/0000764180-20-000018.txt
10-K,AMAZON COM INC,0001018724,2020-01-31,edgar/data/1018724/0001018724-20-000004.txt
10-K,AMERICAN EXPRESS CO,0000004962,2020-02-13,edgar/data/4962/0000004962-20-000030.txt
10-K,AMERICAN INTERNATIONAL GROUP INC,0000005272,2020-02-21,edgar/data/5272/0001104659-20-023889.txt
10-K,AMERICAN TOWER CORP /MA/,0001053507,2020-02-25,edgar/data/1053507/0001053507-20-000028.txt
10-K,AMGEN INC,0000318154,2020-02-12,edgar/data/318154/0000318154-20-000017.txt
10-K,AT&T INC.,0000732717,2020-02-20,edgar/data/732717/0001562762-20-000064.txt
10-K,AbbVie Inc.,0001551152,2020-02-21,edgar/data/1551152/0001551152-20-000007.txt
10-K,Alphabet Inc.,0001652044,2020-02-04,edgar/data/1652044/0001652044-20-000008.txt
10-K,BANK OF AMERICA CORP /DE/,0000070858,2020-02-19,edgar/data/70858/0000070858-20-000011.txt
10-K,BERKSHIRE HATHAWAY INC,0001067983,2020-02-24,edgar/data/1067983/0001564590-20-005874.txt
10-K,BOEING CO,0000012927,2020-01-31,edgar/data/12927/0000012927-20-000014.txt
10-K,BRISTOL MYERS SQUIBB CO,0000014272,2020-02-24,edgar/data/14272/0000014272-20-000082.txt
10-K,Bank of New York Mellon Corp,0001390777,2020-02-27,edgar/data/1390777/0001390777-20-000044.txt
10-K,BlackRock Inc.,0001364742,2020-02-28,edgar/data/1364742/0001564590-20-007807.txt
10-K,Booking Holdings Inc.,0001075531,2020-02-26,edgar/data/1075531/0001075531-20-000011.txt
10-K,CAPITAL ONE FINANCIAL CORP,0000927628,2020-02-20,edgar/data/927628/0000927628-20-000102.txt
10-K,CATERPILLAR INC,0000018230,2020-02-19,edgar/data/18230/0000018230-20-000056.txt
10-K,"CHARTER COMMUNICATIONS, INC. /MO/",0001091667,2020-01-31,edgar/data/1091667/0001091667-20-000024.txt
10-K,CHEVRON CORP,0000093410,2020-02-21,edgar/data/93410/0000093410-20-000010.txt
10-K,CITIGROUP INC,0000831001,2020-02-21,edgar/data/831001/0000831001-20-000031.txt
10-K,COCA COLA CO,0000021344,2020-02-24,edgar/data/21344/0000021344-20-000006.txt
10-K,COLGATE PALMOLIVE CO,0000021665,2020-02-21,edgar/data/21665/0000021665-20-000004.txt
10-K,COMCAST CORP,0001166691,2020-01-30,edgar/data/1166691/0001166691-20-000008.txt
10-K,CONOCOPHILLIPS,0001163165,2020-02-18,edgar/data/1163165/0001193125-20-039954.txt
10-K,CVS HEALTH Corp,0000064803,2020-02-18,edgar/data/64803/0000064803-20-000007.txt
10-K,DANAHER CORP /DE/,0000313616,2020-02-21,edgar/data/313616/0000313616-20-000041.txt
10-K,DOW INC.,0001751788,2020-02-07,edgar/data/1751788/0001751788-20-000007.txt
10-K,Duke Energy CORP,0001326160,2020-02-20,edgar/data/1326160/0001326160-20-000034.txt
10-K,ELI LILLY & Co,0000059478,2020-02-19,edgar/data/59478/0000059478-20-000057.txt
10-K,EXELON CORP,0001109357,2020-02-11,edgar/data/1109357/0001109357-20-000053.txt
10-K,EXXON MOBIL CORP,0000034088,2020-02-26,edgar/data/34088/0000034088-20-000016.txt
10-K,FORD MOTOR CO,0000037996,2020-02-05,edgar/data/37996/0000037996-20-000010.txt
10-K,Facebook Inc,0001326801,2020-01-30,edgar/data/1326801/0001326801-20-000013.txt
10-K,GENERAL DYNAMICS CORP,0000040533,2020-02-10,edgar/data/40533/0000040533-20-000015.txt
10-K,GENERAL ELECTRIC CO,0000040545,2020-02-24,edgar/data/40545/0000040545-20-000009.txt
10-K,GILEAD SCIENCES INC,0000882095,2020-02-25,edgar/data/882095/0000882095-20-000006.txt
10-K,GOLDMAN SACHS GROUP INC,0000886982,2020-02-21,edgar/data/886982/0001193125-20-043853.txt
10-K,General Motors Co,0001467858,2020-02-05,edgar/data/1467858/0001467858-20-000028.txt
10-K,"HOME DEPOT, INC.",0000354950,2020-03-25,edgar/data/354950/0000354950-20-000015.txt
10-K,HONEYWELL INTERNATIONAL INC,0000773840,2020-02-14,edgar/data/773840/0000773840-20-000009.txt
10-K,INTEL CORP,0000050863,2020-01-24,edgar/data/50863/0000050863-20-000011.txt
10-K,INTERNATIONAL BUSINESS MACHINES CORP,0000051143,2020-02-25,edgar/data/51143/0001558370-20-001334.txt
10-K,JOHNSON & JOHNSON,0000200406,2020-02-18,edgar/data/200406/0000200406-20-000010.txt
10-K,JPMORGAN CHASE & CO,0000019617,2020-02-25,edgar/data/19617/0000019617-20-000257.txt
10-K,Kraft Heinz Co,0001637459,2020-02-14,edgar/data/1637459/0001637459-20-000027.txt
10-K,LINDE PLC,0001707925,2020-03-02,edgar/data/1707925/0001707925-20-000015.txt
10-K,LOCKHEED MARTIN CORP,0000936468,2020-02-07,edgar/data/936468/0000936468-20-000016.txt
10-K,LOWES COMPANIES INC,0000060667,2020-03-23,edgar/data/60667/0000060667-20-000036.txt
10-K,MCDONALDS CORP,0000063908,2020-02-26,edgar/data/63908/0000063908-20-000022.txt
10-K,METLIFE INC,0001099219,2020-02-21,edgar/data/1099219/0001099219-20-000064.txt
10-K,MORGAN STANLEY,0000895421,2020-02-27,edgar/data/895421/0000895421-20-000265.txt
10-K,Mastercard Inc,0001141391,2020-02-14,edgar/data/1141391/0001141391-20-000032.txt
10-K,"Merck & Co., Inc.",0000310158,2020-02-26,edgar/data/310158/0000310158-20-000005.txt
10-K,"Mondelez International, Inc.",0001103982,2020-02-07,edgar/data/1103982/0001103982-20-000003.txt
10-K,NETFLIX INC,0001065280,2020-01-29,edgar/data/1065280/0001065280-20-000040.txt
10-K,NEXTERA ENERGY INC,0000753308,2020-02-14,edgar/data/753308/0000753308-20-000021.txt
10-K,NVIDIA CORP,0001045810,2020-02-20,edgar/data/1045810/0001045810-20-000010.txt
10-K,PEPSICO INC,0000077476,2020-02-13,edgar/data/77476/0000077476-20-000015.txt
10-K,PFIZER INC,0000078003,2020-02-27,edgar/data/78003/0000078003-20-000014.txt
10-K,"PayPal Holdings, Inc.",0001633917,2020-02-06,edgar/data/1633917/0001633917-20-000028.txt
10-K,Philip Morris International Inc.,0001413329,2020-02-07,edgar/data/1413329/0001413329-20-000007.txt
10-K,"SALESFORCE.COM, INC.",0001108524,2020-03-05,edgar/data/1108524/0001108524-20-000014.txt
10-K,SCHWAB CHARLES CORP,0000316709,2020-02-26,edgar/data/316709/0000316709-20-000012.txt
10-K,SIMON PROPERTY GROUP INC /DE/,0001063761,2020-02-21,edgar/data/1063761/0001558370-20-001135.txt
10-K,SOUTHERN CO,0000092122,2020-02-20,edgar/data/92122/0000092122-20-000017.txt
10-K,"T-Mobile US, Inc.",0001283699,2020-02-06,edgar/data/1283699/0001283699-20-000026.txt
10-K,TARGET CORP,0000027419,2020-03-11,edgar/data/27419/0000027419-20-000008.txt
10-K,TEXAS INSTRUMENTS INC,0000097476,2020-02-20,edgar/data/97476/0000097476-20-000009.txt
10-K,THERMO FISHER SCIENTIFIC INC.,0000097745,2020-02-26,edgar/data/97745/0000097745-20-000009.txt
10-K,"Tesla, Inc.",0001318605,2020-02-13,edgar/data/1318605/0001564590-20-004475.txt
10-K,UNION PACIFIC CORP,0000100885,2020-02-07,edgar/data/100885/0000100885-20-000065.txt
10-K,UNITED PARCEL SERVICE INC,0001090727,2020-02-20,edgar/data/1090727/0001090727-20-000005.txt
10-K,UNITED TECHNOLOGIES CORP /DE/,0000101829,2020-02-06,edgar/data/101829/0000101829-20-000013.txt
10-K,UNITEDHEALTH GROUP INC,0000731766,2020-02-14,edgar/data/731766/0000731766-20-000006.txt
10-K,US BANCORP \DE\,0000036104,2020-02-20,edgar/data/36104/0001193125-20-043622.txt
10-K,VERIZON COMMUNICATIONS INC,0000732712,2020-02-21,edgar/data/732712/0000732712-20-000014.txt
10-K,WELLS FARGO & COMPANY/MN,0000072971,2020-02-27,edgar/data/72971/0000072971-20-000217.txt
10-K,Walmart Inc.,0000104169,2020-03-20,edgar/data/104169/0000104169-20-000011.txt
10-K,Medtronic plc,0001613103,2020-06-19,edgar/data/1613103/0001613103-20-000021.txt
10-K,ORACLE CORP,0001341439,2020-06-22,edgar/data/1341439/0001564590-20-030125.txt
10-K,"CISCO SYSTEMS, INC.",0000858877,2020-09-03,edgar/data/858877/0000858877-20-000010.txt
10-K,FEDEX CORP,0001048911,2020-07-20,edgar/data/1048911/0001564590-20-032775.txt
10-K,MICROSOFT CORP,0000789019,2020-07-30,edgar/data/789019/0001564590-20-034944.txt
10-K,"NIKE, Inc.",0000320187,2020-07-24,edgar/data/320187/0000320187-20-000047.txt
10-K,PROCTER & GAMBLE Co,0000080424,2020-08-06,edgar/data/80424/0000080424-20-000053.txt
